loc,folio,line_order,tokens,neutral_roles,pass20_tier,tier_simple,pass16h_final_status,module_short,semantic_function,meta_I,meta_L,meta_H,line_marker_family,functional_gloss_sequence,functional_pseudotranslation,external_translation_status
"f8r.13,=Pt",f8r,202,okokchodg,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_terminal_or_label,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8r.19,+P0",f8r,208,sair cheain cphol dar shol kaiin shol kaiin daikam,R06 R00 R00 R06 R08 R06 R08 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8r.21,=Pt",f8r,210,schol saim,R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_terminal_or_label,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8v.5,+P0",f8v,215,chol chol dar otchar etaiin cthol dar,R07 R07 R06 R00 R00 R07 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8v.7,+P0",f8v,217,sho kchol dar shey cthar chotain ry,R06 R06 R06 R06 R04 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8v.10,+P0",f8v,220,scharchy oeesody kchey pchy cpharom,R00 R00 R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8v.11,+P0",f8v,221,sorain,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f8v.17,+P0",f8v,227,dain chear daiin,R06 R00 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE,FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9r.1,@P0",f9r,228,tydlo choly cthor orchey s shy odaiin sary shor cthy,R06 R00 R04 R00 R06 R06 R10 R06 R06 R04,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_start,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9r.3,+P0",f9r,230,toiin cphy qotod otaiin cthy okor chey cthod ram,R06 R00 H13 R10 R04 R00 R06 R04 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL OP/HEAD FUNC-PARTICLE QUAL/TAIL ARG/FILL FUNC-PARTICLE QUAL/TAIL ARG/FILL,ARG/FILL / ARG/FILL / OP/HEAD / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9v.3,+P0",f9v,240,ykey chor ykaiin daiin cthy otaiin oky oeees daiin,R06 R11 R06 R10 R04 R10 R00 R00 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-LEX LABEL-FIELD FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / LABEL-LEX / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9v.9,+P0",f9v,246,daiin chy tor chyty dary ytoldy,R10 R00 R06 R00 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9v.11,+P0",f9v,248,ychor chshoty okykaiin,R06 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f9v.12,+P0",f9v,249,chkaiin ckhy chor,R00 R00 R11,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-LEX,LABEL-FIELD / LABEL-FIELD / LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f10r.4,+P0",f10r,253,sor chaiin chcthy cthockhy or aiin chtchor do ody,R06 R00 R04 R04 R06 R06 R00 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-LEX FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-LEX / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f10r.5,+P0",f10r,254,qokchy qotchol chol cthy,H08 H13 R07 R04,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,OP/HEAD OP/HEAD FUNC-PARTICLE QUAL/TAIL,OP/HEAD / OP/HEAD / FUNC-PARTICLE / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f10r.9,+P0",f10r,258,oykchor shor chor chy kaiiin dy chodaiin,R00 R06 R11 R00 R06 R02 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-LEX FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-LEX / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f10v.2,+P0",f10v,263,dain daiin ckhy chcthor choiin qot chodaiin cthy daiin,R06 R10 R00 R04 R00 H13 R00 R04 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE ARG/FILL QUAL/TAIL ARG/FILL OP/HEAD ARG/FILL QUAL/TAIL FUNC-PARTICLE,FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / QUAL/TAIL / ARG/FILL / OP/HEAD / ARG/FILL / QUAL/TAIL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f10v.7,+P0",f10v,268,qokol chyky cholcheky daiin dain chckhan,H08 R00 R07 R10 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL,FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f11r.1,@P0",f11r,269,tshol schoal cfhy shfydaiin cphy shey tchody shoyty,R06 R06 R00 R10 R00 R06 R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_start,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f11r.7,+P0",f11r,275,qotchy okchol cthy dy,H13 R07 R04 R02,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,OPERATOR ARG/FILL QUAL/TAIL FUNC-PARTICLE,OPERATOR / ARG/FILL / QUAL/TAIL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f11v.3,+P0",f11v,278,otchor dy kchy tchy ar qokchd oky choldydy,R00 R02 R06 R06 R06 H08 R00 R07,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE OP/HEAD FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f11v.5,*L0",f11v,280,dd,R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.1,@P0",f13r,283,torshor opchy shol dy qopchy shol opchor dypchy dchg,R00 R00 R08 R02 H07 R08 R00 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_start,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE OP/HEAD FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.2,+P0",f13r,284,dchol chol dol shkchy ydal shy ykchy qoty daiin s y,R06 R07 R06 R06 R06 R06 R06 H01 R10 R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.3,+P0",f13r,285,sy dchor shaiin oeees ykor chor ytshy ykchy kchy dar,R06 R06 R06 R00 R06 R11 R06 R06 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL ARG/FILL LABEL-LEX ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / LABEL-LEX / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.6,+P0",f13r,288,tchor dor daiin qotchol okchy okchoroiin chckhy d,R06 R06 R10 H13 R00 R00 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE OP/HEAD ARG/FILL ARG/FILL FUNC-PARTICLE LABEL-LEX,ARG/FILL / ARG/FILL / FUNC-PARTICLE / OP/HEAD / ARG/FILL / ARG/FILL / FUNC-PARTICLE / LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.9,+P0",f13r,291,oldy shey chol diin ykoly okchal daldy,R00 R06 R07 R06 R06 R00 R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL QUAL/TAIL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13r.10,+P0",f13r,292,sotchy kchy okorory,R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f13v.2,+P0",f13v,294,oko qokol chodal otchol cphol choty,R00 H08 R00 R07 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14r.1,@P0",f14r,303,pchodaiin chopol shoiin daiin dain,R10 R00 R06 R10 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_start,LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14r.2,+P0",f14r,304,oykeey soiiin chok qokchy da okol,R00 R06 R00 H08 R06 R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL OP/HEAD ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG/FILL / ARG/FILL / OP/HEAD / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14r.7,+P0",f14r,309,otcho dain chckhy,R00 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14r.8,+P0",f14r,310,soshy chol shor cheos ykaiin s,R06 R07 R06 R00 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14r.13,+P0",f14r,315,sodaiin chy kchy kchy ykeody,R10 R00 R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-LEX,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14v.4,+P0",f14v,319,ytychy ksho ykshy shokshor yty darody dyotyds,R06 R06 R06 R00 R06 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14v.5,+P0",f14v,320,okshy daiin okchorchky qotchy daiin cthor oty,R00 R10 R00 H13 R10 R04 R01,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL OPERATOR FUNC-PARTICLE QUAL/TAIL QUAL/TAIL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / OPERATOR / FUNC-PARTICLE / QUAL/TAIL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14v.8,+P0",f14v,323,chokshor daiin okshody daiin dol dair dam,R00 R10 R00 R10 R06 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f14v.9,+P0",f14v,324,dykchy ctholdg dchckhy,R06 R07 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.1,@P0",f15r,325,tshor shey tchaly shy chtols shey daiin,R06 R06 R06 R06 R00 R06 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_start,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.4,+P0",f15r,328,scheaiin chodaiin chl sol ckhaiin sal,R00 R00 R00 R06 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.6,+P0",f15r,330,dchy kokaiin chdy saiin okear,R06 R00 R02 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.7,+P0",f15r,331,daiin shkaiin cthy sho keocthy,R10 R00 R04 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.11,+P0",f15r,335,okaiin otaiin chl sy chor choross,R10 R10 R00 R06 R11 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-LEX LABEL-FIELD,FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-LEX / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15r.12,+P0",f15r,336,qotor shor tcheor chy cthaiin shan,H13 R06 R06 R00 R04 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,OP/HEAD ARG/FILL ARG/FILL FUNC-PARTICLE QUAL/TAIL ARG/FILL,OP/HEAD / ARG/FILL / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15v.4,+P0",f15v,343,doiin choky shol qoky qotchod,R06 R00 R08 H01 H13,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE OP/HEAD,ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f15v.9,+P0",f15v,348,otcholocthol chol chol chody kan,R07 R07 R07 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD LABEL-FIELD,LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f16r.4,+Pc",f16r,355,dainod ychealod,R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f16r.5,*P0",f16r,356,tchor chor chs ykch shocthy opchy tyky,R06 R11 R00 R06 R00 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,section/paragraph_break_start,LABEL-FIELD LABEL-LEX LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-LEX / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f16r.9,+P0",f16r,360,saiin ytaiin,R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,FUNC-PARTICLE LABEL-FIELD,FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
